Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility_Percentage,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDY19,19.75,Low Fat,0.04,Fruits and Vegetables,115.85,OUT013,1987,High,Tier 3,Supermarket Type1,2474.78
FDD41,6.765,Regular,0.09,Frozen Foods,105.33,OUT017,2007,,Tier 2,Supermarket Type1,2090.61
NCK07,10.65,Low Fat,0.05,Others,164.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.98
FDZ60,20.5,Low Fat,0.12,Baking Goods,106.06,OUT035,2004,Small,Tier 2,Supermarket Type1,970.74
FDW47,15,Low Fat,0.05,Breads,120.04,OUT013,1987,High,Tier 3,Supermarket Type1,3533.4
FDX58,13.15,Low Fat,0.04,Snack Foods,182.7,OUT045,2002,,Tier 2,Supermarket Type1,4211.19
FDS04,10.195,Regular,0.15,Frozen Foods,138.68,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.22
FDK16,9.065,Low Fat,0.12,Frozen Foods,95.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.77
NCU42,9,Low Fat,0.02,Household,170.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.19
FDS37,7.655,Low Fat,0.05,Canned,114.15,OUT010,1998,,Tier 3,Grocery Store,115.85
FDO25,,Low Fat,0.13,Canned,209.03,OUT027,1985,Medium,Tier 3,Supermarket Type3,4613.99
FDS57,15.5,Low Fat,0.1,Snack Foods,143.55,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.47
FDI52,18.7,Low Fat,0.11,Frozen Foods,122.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.03
FDG40,13.65,Low Fat,0.04,Frozen Foods,34.46,OUT017,2007,,Tier 2,Supermarket Type1,611.2
FDU49,19.5,Regular,0.03,Canned,86.25,OUT045,2002,,Tier 2,Supermarket Type1,2163.85
NCM30,19.1,Low Fat,0.07,Household,39.68,OUT013,1987,High,Tier 3,Supermarket Type1,660.47
DRO47,10.195,Low Fat,0.11,Hard Drinks,113.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.74
NCY06,15.25,Low Fat,0.06,Household,128.9,OUT045,2002,,Tier 2,Supermarket Type1,2348.94
NCL41,12.35,Low Fat,0.04,Health and Hygiene,35.72,OUT017,2007,,Tier 2,Supermarket Type1,519.32
FDM58,16.85,Regular,0.08,Snack Foods,111.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.82
FDI07,12.35,Regular,0.03,Meat,196.94,OUT045,2002,,Tier 2,Supermarket Type1,2768.4
DRL47,19.7,Low Fat,0.04,Hard Drinks,127.34,OUT035,2004,Small,Tier 2,Supermarket Type1,755.02
FDQ25,,Regular,0.03,Canned,173.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,3621.29
FDE26,9.3,Low Fat,0.15,Canned,143.08,OUT010,1998,,Tier 3,Grocery Store,288.96
FDD56,15.2,Regular,0.1,Fruits and Vegetables,176.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,2976.79
FDQ13,11.1,Low Fat,0.01,Canned,84.19,OUT035,2004,Small,Tier 2,Supermarket Type1,755.02
DRD25,6.135,Low Fat,0.08,Soft Drinks,112.69,OUT045,2002,,Tier 2,Supermarket Type1,2942.84
FDT16,9.895,Regular,0.05,Frozen Foods,260.53,OUT045,2002,,Tier 2,Supermarket Type1,8851.15
NCB54,8.76,Low Fat,0.05,Health and Hygiene,128.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,2556.67
FDA31,7.1,Low Fat,0.11,Fruits and Vegetables,172.91,OUT035,2004,Small,Tier 2,Supermarket Type1,2769.73
FDM12,16.7,Regular,0.12,Baking Goods,189.22,OUT010,1998,,Tier 3,Grocery Store,188.42
FDY47,,Regular,0.05,Breads,129.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,4933.58
FDT03,21.25,Low Fat,0.01,Meat,185.56,OUT035,2004,Small,Tier 2,Supermarket Type1,3123.93
FDB49,8.3,Regular,0.03,Baking Goods,98.04,OUT045,2002,,Tier 2,Supermarket Type1,2857.61
FDE47,14.15,Low Fat,0.04,Starchy Foods,123.5,OUT017,2007,,Tier 2,Supermarket Type1,1992.07
FDU23,12.15,Low Fat,0.02,Breads,163.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,2311.66
FDV09,,Low Fat,0.04,Snack Foods,148.07,OUT019,1985,Small,Tier 1,Grocery Store,593.89
NCA30,19,low fat,0.13,Household,190.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,5105.35
FDH41,9,Low Fat,0.08,Frozen Foods,213.35,OUT046,1997,Small,Tier 1,Supermarket Type1,1935.48
FDS43,11.65,Low Fat,0.04,Fruits and Vegetables,188.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,1304.97
FDP37,15.6,Low Fat,0.14,Breakfast,128.1,OUT045,2002,,Tier 2,Supermarket Type1,2184.49
FDJ09,15,Low Fat,0.06,Snack Foods,44.07,OUT013,1987,High,Tier 3,Supermarket Type1,633.84
FDC57,,Regular,0.1,Fruits and Vegetables,193.98,OUT019,1985,Small,Tier 1,Grocery Store,579.25
DRD27,18.75,Low Fat,0.02,Dairy,99,OUT017,2007,,Tier 2,Supermarket Type1,694.43
FDI12,9.395,Regular,0.1,Baking Goods,88.39,OUT045,2002,,Tier 2,Supermarket Type1,703.08
FDQ33,13.35,Low Fat,0.09,Snack Foods,149.37,OUT035,2004,Small,Tier 2,Supermarket Type1,4514.12
FDQ27,,Regular,0.08,Meat,101.4,OUT019,1985,Small,Tier 1,Grocery Store,206.4
FDH34,8.63,Low Fat,0.03,Snack Foods,186.06,OUT017,2007,,Tier 2,Supermarket Type1,3900.92
FDB20,7.72,Low Fat,0.05,Fruits and Vegetables,78,OUT013,1987,High,Tier 3,Supermarket Type1,934.78
DRL60,8.52,Low Fat,0.03,Soft Drinks,151.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,2439.49
DRJ23,18.35,Low Fat,0.07,Hard Drinks,190.29,OUT010,1998,,Tier 3,Grocery Store,378.17
FDQ26,13.5,Regular,0.07,Dairy,58.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,711.07
NCA06,20.5,Low Fat,0.14,Household,34.82,OUT017,2007,,Tier 2,Supermarket Type1,1061.95
FDJ07,7.26,Low Fat,0.01,Meat,118.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,1864.24
FDP56,8.185,Low Fat,0.05,Fruits and Vegetables,47.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,640.5
FDF26,6.825,Regular,0.05,Canned,153.5,OUT045,2002,,Tier 2,Supermarket Type1,2153.2
FDA11,7.75,Low Fat,0.04,Baking Goods,95.64,OUT045,2002,,Tier 2,Supermarket Type1,1134.52
DRI23,,Low Fat,0.14,Hard Drinks,159.66,OUT027,1985,Medium,Tier 3,Supermarket Type3,2888.24
NCJ05,,Low Fat,0.05,Health and Hygiene,152.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.02
FDI21,5.59,Regular,0.06,Snack Foods,61.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1214.42
FDH12,9.6,Low Fat,0.09,Baking Goods,107.13,OUT045,2002,,Tier 2,Supermarket Type1,1278.34
FDD02,16.6,Low Fat,0,Canned,118.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2607.27
FDL28,10,Regular,0.06,Frozen Foods,228.67,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.5
FDR10,17.6,Low Fat,0.01,Snack Foods,163.56,OUT035,2004,Small,Tier 2,Supermarket Type1,3086.65
FDR15,9.3,Regular,0.03,Meat,153.13,OUT035,2004,Small,Tier 2,Supermarket Type1,4653.94
FDQ40,11.1,Regular,0.04,Frozen Foods,175.07,OUT017,2007,,Tier 2,Supermarket Type1,3339.65
FDS34,19.35,Regular,0.08,Snack Foods,113.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,1138.52
FDT56,16,Regular,0.12,Fruits and Vegetables,57.52,OUT035,2004,Small,Tier 2,Supermarket Type1,173.77
FDU24,6.78,Regular,0.14,Baking Goods,92.21,OUT017,2007,,Tier 2,Supermarket Type1,4101.33
FDX11,16,Regular,0.11,Baking Goods,181.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5
FDF35,15,Low Fat,0.15,Starchy Foods,105.99,OUT035,2004,Small,Tier 2,Supermarket Type1,1179.13
FDD22,10,Low Fat,0.1,Snack Foods,113.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,3243.78
FDT60,12,Low Fat,0.08,Baking Goods,124.14,OUT017,2007,,Tier 2,Supermarket Type1,1486.07
FDF17,5.19,Low Fat,0.04,Frozen Foods,196.81,OUT017,2007,,Tier 2,Supermarket Type1,3731.81
NCP53,14.75,Low Fat,0.03,Health and Hygiene,238.69,OUT013,1987,High,Tier 3,Supermarket Type1,4278.43
FDF29,15.1,Regular,0.02,Frozen Foods,130.53,OUT049,1999,Medium,Tier 1,Supermarket Type1,908.82
FDI10,8.51,Regular,0.08,Snack Foods,172.94,OUT013,1987,High,Tier 3,Supermarket Type1,1379.54
FDR09,18.25,Low Fat,0.08,Snack Foods,258.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,2848.96
FDO03,10.395,Regular,0.04,Meat,230.54,OUT045,2002,,Tier 2,Supermarket Type1,4580.7
FDD26,8.71,Regular,0.12,Canned,186.59,OUT010,1998,,Tier 3,Grocery Store,555.28
FDO39,6.985,Regular,0.14,Meat,182.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.74
FDX51,9.5,Regular,0.04,Meat,194.25,OUT010,1998,,Tier 3,Grocery Store,782.98
FDC38,15.7,Low Fat,0.12,Canned,134.29,OUT045,2002,,Tier 2,Supermarket Type1,1192.45
FDP07,18.2,Low Fat,0.09,Fruits and Vegetables,197.21,OUT045,2002,,Tier 2,Supermarket Type1,3142.58
FDK27,11,Low Fat,0.01,Meat,119.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,1696.46
FDP31,21.1,Regular,0.16,Fruits and Vegetables,64.92,OUT017,2007,,Tier 2,Supermarket Type1,639.17
FDM10,18.25,Low Fat,0.08,Snack Foods,212.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,3846.99
FDD11,12.85,Low Fat,0.03,Starchy Foods,251.7,OUT045,2002,,Tier 2,Supermarket Type1,3542.06
FDN45,19.35,Low Fat,0.12,Snack Foods,224.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.38
FDJ04,18,Low Fat,0.12,Frozen Foods,118.51,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.64
NCT42,5.88,Low Fat,0.03,Household,148.44,OUT045,2002,,Tier 2,Supermarket Type1,2087.95
FDD45,8.615,low fat,0.12,Fruits and Vegetables,94.14,OUT013,1987,High,Tier 3,Supermarket Type1,1512.7
FDK56,9.695,Low Fat,0,Fruits and Vegetables,185.19,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.26
FDX03,,Regular,0.06,Meat,44.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,769.66
NCU18,15.1,Low Fat,0.06,Household,139.85,OUT046,1997,Small,Tier 1,Supermarket Type1,1411.5
FDJ48,11.3,Low Fat,0.06,Baking Goods,247.81,OUT035,2004,Small,Tier 2,Supermarket Type1,2223.11
FDV21,,Low Fat,0.17,Snack Foods,124.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.9
FDK09,15.2,Low Fat,0.09,Snack Foods,228.54,OUT046,1997,Small,Tier 1,Supermarket Type1,1832.28
NCN42,20.25,Low Fat,0.01,Household,148.64,OUT045,2002,,Tier 2,Supermarket Type1,2648.55
FDL16,,Low Fat,0.3,Frozen Foods,47.11,OUT019,1985,Small,Tier 1,Grocery Store,139.82
FDM34,19,Low Fat,0.07,Snack Foods,130.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,1573.95
FDG60,,Low Fat,0.06,Baking Goods,234.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,6796.49
DRD12,6.96,Low Fat,0.08,Soft Drinks,89.91,OUT046,1997,Small,Tier 1,Supermarket Type1,1277
FDJ16,9.195,Low Fat,0.12,Frozen Foods,59.02,OUT035,2004,Small,Tier 2,Supermarket Type1,1853.59
FDI22,12.6,Low Fat,0.1,Snack Foods,210.86,OUT045,2002,,Tier 2,Supermarket Type1,3344.98
NCC07,19.6,Low Fat,0.02,Household,103.2,OUT013,1987,High,Tier 3,Supermarket Type1,736.37
FDM16,8.155,Regular,0.03,Frozen Foods,76.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,1279
FDT36,12.3,Low Fat,0.11,Baking Goods,35.69,OUT045,2002,,Tier 2,Supermarket Type1,846.9
FDH38,6.425,Low Fat,0.01,Canned,118.38,OUT017,2007,,Tier 2,Supermarket Type1,2812.34
FDC16,11.5,Regular,0.02,Dairy,84.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54
FDT33,7.81,Regular,0.03,Snack Foods,168.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,2673.85
FDU31,10.5,Regular,0.03,Fruits and Vegetables,216.75,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.71
DRJ01,6.135,Low Fat,0.12,Soft Drinks,161.02,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.99
NCF43,8.51,Low Fat,0.05,Household,142.95,OUT035,2004,Small,Tier 2,Supermarket Type1,3006.09
NCS53,14.5,Low Fat,0.09,Health and Hygiene,158.46,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.83
DRB24,8.785,Low Fat,0.02,Soft Drinks,155.17,OUT049,1999,Medium,Tier 1,Supermarket Type1,4016.11
FDE23,17.6,Regular,0.05,Starchy Foods,45.61,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.42
FDW60,5.44,Regular,0.02,Baking Goods,174.64,OUT013,1987,High,Tier 3,Supermarket Type1,2999.43
NCQ18,15.75,Low Fat,0.14,Household,101.37,OUT013,1987,High,Tier 3,Supermarket Type1,2097.27
NCE30,16,Low Fat,0.1,Household,210.39,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.73
FDW25,5.175,Low Fat,0.04,Canned,83.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,1448.78
NCY17,18.2,Low Fat,0.16,Health and Hygiene,43.51,OUT013,1987,High,Tier 3,Supermarket Type1,1070.61
NCS18,12.65,Low Fat,0.04,Household,106.49,OUT013,1987,High,Tier 3,Supermarket Type1,2465.46
FDB32,20.6,Low Fat,0.02,Fruits and Vegetables,93.98,OUT035,2004,Small,Tier 2,Supermarket Type1,2816.33
FDG10,6.63,Regular,0.01,Snack Foods,58.26,OUT045,2002,,Tier 2,Supermarket Type1,343.55
FDF38,11.8,Regular,0.03,Canned,39.61,OUT046,1997,Small,Tier 1,Supermarket Type1,365.52
FDW59,,Low Fat,0.04,Breads,85.96,OUT019,1985,Small,Tier 1,Grocery Store,169.11
FDY57,20.2,Regular,0.12,Snack Foods,95.08,OUT045,2002,,Tier 2,Supermarket Type1,2588.63
FDY16,18.35,Regular,0.09,Frozen Foods,184.43,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.11
FDA22,7.435,Low Fat,0.08,Starchy Foods,165.22,OUT046,1997,Small,Tier 1,Supermarket Type1,2840.97
FDV03,17.6,Low Fat,0.06,Meat,154.63,OUT013,1987,High,Tier 3,Supermarket Type1,1861.58
FDP27,8.155,Low Fat,0.12,Meat,188.45,OUT045,2002,,Tier 2,Supermarket Type1,4364.32
FDZ37,8.1,Regular,0,Canned,88.52,OUT013,1987,High,Tier 3,Supermarket Type1,261.66
FDL10,8.395,Low Fat,0.04,Snack Foods,97.9,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.47
FDE09,,Low Fat,0.02,Fruits and Vegetables,111.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,1768.36
FDF33,7.97,Low Fat,0.02,Seafood,108.46,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.07
FDR31,,Regular,0.09,Fruits and Vegetables,143.81,OUT019,1985,Small,Tier 1,Grocery Store,291.62
NCQ29,12,Low Fat,0.1,Health and Hygiene,259.53,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.28
NCI55,18.6,Low Fat,0.01,Household,120.94,OUT045,2002,,Tier 2,Supermarket Type1,2680.51
FDD14,20.7,Low Fat,0.17,Canned,184.43,OUT035,2004,Small,Tier 2,Supermarket Type1,3688.53
NCD18,16,Low Fat,0.07,Household,228.37,OUT013,1987,High,Tier 3,Supermarket Type1,5298.44
NCE55,8.92,Low Fat,0.13,Household,176.84,OUT045,2002,,Tier 2,Supermarket Type1,2117.24
FDX48,17.75,Regular,0.06,Baking Goods,154.67,OUT010,1998,,Tier 3,Grocery Store,308.93
DRF48,5.73,Low Fat,0.05,Soft Drinks,188.19,OUT045,2002,,Tier 2,Supermarket Type1,1496.72
FDU51,20.2,Regular,0.1,Meat,175.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,6729.91
NCC19,6.57,Low Fat,0.1,Household,193.98,OUT035,2004,Small,Tier 2,Supermarket Type1,2316.98
NCO29,11.15,Low Fat,0.03,Health and Hygiene,164.05,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.13
FDX55,15.1,Low Fat,0.06,Fruits and Vegetables,217.32,OUT017,2007,,Tier 2,Supermarket Type1,1306.3
FDZ19,6.425,Low Fat,0.09,Fruits and Vegetables,175.57,OUT017,2007,,Tier 2,Supermarket Type1,1230.4
NCV53,8.27,Low Fat,0.02,Health and Hygiene,238.09,OUT017,2007,,Tier 2,Supermarket Type1,6231.89
FDA35,14.85,Regular,0.05,Baking Goods,124.11,OUT017,2007,,Tier 2,Supermarket Type1,1837.61
FDX24,8.355,Low Fat,0.01,Baking Goods,94.05,OUT045,2002,,Tier 2,Supermarket Type1,1480.74
NCS05,11.5,Low Fat,0.02,Health and Hygiene,131.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,927.46
FDK04,7.36,Low Fat,0.05,Frozen Foods,56.36,OUT017,2007,,Tier 2,Supermarket Type1,744.36
FDI58,7.64,Regular,0.07,Snack Foods,91.21,OUT013,1987,High,Tier 3,Supermarket Type1,466.06
FDG58,10.695,Regular,0.15,Snack Foods,156.9,OUT010,1998,,Tier 3,Grocery Store,467.39
FDI60,7.22,Regular,0.04,Baking Goods,62.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.51
FDW52,14,Regular,0.04,Frozen Foods,164.25,OUT013,1987,High,Tier 3,Supermarket Type1,1808.98
FDN38,6.615,Regular,0.09,Canned,251.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,4506.13
FDU39,18.85,Low Fat,0.04,Meat,58.16,OUT045,2002,,Tier 2,Supermarket Type1,1185.12
FDR25,17,Regular,0.14,Canned,265.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,6359.72
FDM44,12.5,Low Fat,0.03,Fruits and Vegetables,102.9,OUT017,2007,,Tier 2,Supermarket Type1,2167.18
FDM27,,Regular,0.28,Meat,156.39,OUT019,1985,Small,Tier 1,Grocery Store,473.38
NCA29,10.5,Low Fat,0.03,Household,171.61,OUT035,2004,Small,Tier 2,Supermarket Type1,2566.66
NCJ43,6.635,Low Fat,0.03,Household,174.04,OUT017,2007,,Tier 2,Supermarket Type1,2093.28
FDX28,,Low Fat,0,Frozen Foods,100.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,3174.53
FDW15,15.35,Regular,0.06,Meat,149.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2820.99
FDO20,12.85,Regular,0.15,Fruits and Vegetables,254.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,1261.69
NCR50,20.2,Low Fat,0.01,Household,151.63,OUT046,1997,Small,Tier 1,Supermarket Type1,1990.74
FDN28,5.88,Regular,0.03,Frozen Foods,101.4,OUT046,1997,Small,Tier 1,Supermarket Type1,2063.98
FDY13,12.1,Low Fat,0.03,Canned,74.77,OUT017,2007,,Tier 2,Supermarket Type1,1454.77
FDA57,,Low Fat,0.04,Snack Foods,39.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,1358.23
FDB52,17.75,Low Fat,0.03,Dairy,257.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,3068.01
FDS07,12.35,Low Fat,0.1,Fruits and Vegetables,112.25,OUT013,1987,High,Tier 3,Supermarket Type1,1366.22
FDO31,6.76,Regular,0.03,Fruits and Vegetables,78.4,OUT013,1987,High,Tier 3,Supermarket Type1,1757.71
FDP57,17.5,Low Fat,0.05,Snack Foods,103.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,1031.99
FDO21,11.6,Regular,0.01,Snack Foods,223.04,OUT013,1987,High,Tier 3,Supermarket Type1,2025.36
FDW58,20.75,Low Fat,0.01,Snack Foods,107.16,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.8
NCL07,13.85,Low Fat,0.03,Others,41.05,OUT046,1997,Small,Tier 1,Supermarket Type1,639.17
FDU12,15.5,Regular,0.08,Baking Goods,263.96,OUT045,2002,,Tier 2,Supermarket Type1,4745.82
FDV47,17.1,Low Fat,0.06,Breads,84.46,OUT017,2007,,Tier 2,Supermarket Type1,591.9
FDU57,,Regular,0.09,Snack Foods,149.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,3611.3
FDF02,16.2,Low Fat,0.1,Canned,101.3,OUT018,2009,Medium,Tier 3,Supermarket Type2,1857.58
DRG13,17.25,Low Fat,0.04,Soft Drinks,162.55,OUT035,2004,Small,Tier 2,Supermarket Type1,5920.29
NCN53,,Low Fat,0.05,Health and Hygiene,36.39,OUT019,1985,Small,Tier 1,Grocery Store,105.86
FDI15,13.8,Low Fat,0,Dairy,263.79,OUT049,1999,Medium,Tier 1,Supermarket Type1,3709.84
NCN17,11,Low Fat,0.06,Health and Hygiene,101.44,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.57
FDN24,14.1,low fat,0.11,Baking Goods,53.4,OUT017,2007,,Tier 2,Supermarket Type1,982.72
DRH11,5.98,Low Fat,0.08,Hard Drinks,55.36,OUT013,1987,High,Tier 3,Supermarket Type1,497.35
FDJ15,11.35,Regular,0.02,Dairy,182.46,OUT035,2004,Small,Tier 2,Supermarket Type1,7534.19
DRF51,15.75,Low Fat,0.17,Dairy,36.65,OUT046,1997,Small,Tier 1,Supermarket Type1,607.21
FDO37,8.06,Low Fat,0.02,Breakfast,232.33,OUT013,1987,High,Tier 3,Supermarket Type1,2541.36
FDW10,21.2,Low Fat,0.12,Snack Foods,175.04,OUT010,1998,,Tier 3,Grocery Store,529.31
DRN37,9.6,Low Fat,0.1,Soft Drinks,166.12,OUT017,2007,,Tier 2,Supermarket Type1,501.35
FDA37,7.81,Regular,0.06,Canned,122.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,2365.59
FDU35,6.44,Low Fat,0.13,Breads,98.17,OUT010,1998,,Tier 3,Grocery Store,199.74
FDS59,14.8,Regular,0.04,Breads,109.06,OUT013,1987,High,Tier 3,Supermarket Type1,2746.43
FDL15,17.85,Low Fat,0.05,Meat,152.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.62
FDB28,6.615,Low Fat,0.09,Dairy,199.44,OUT045,2002,,Tier 2,Supermarket Type1,3361.62
FDY37,17,Regular,0.03,Canned,142.15,OUT013,1987,High,Tier 3,Supermarket Type1,2147.21
FDP58,11.1,Low Fat,0.14,Snack Foods,218.35,OUT045,2002,,Tier 2,Supermarket Type1,2847.63
FDF58,13.3,Low Fat,0,Snack Foods,62.15,OUT010,1998,,Tier 3,Grocery Store,63.25
FDB47,8.8,Low Fat,0.07,Snack Foods,209.16,OUT013,1987,High,Tier 3,Supermarket Type1,2090.61
FDV14,19.85,Low Fat,0.04,Dairy,88.79,OUT013,1987,High,Tier 3,Supermarket Type1,1142.51
FDC23,18,Low Fat,0.02,Starchy Foods,178.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,3199.83
FDU33,7.63,Regular,0.14,Snack Foods,46.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.98
DRO59,11.8,Low Fat,0.05,Hard Drinks,75,OUT045,2002,,Tier 2,Supermarket Type1,834.91
FDD48,10.395,Low Fat,0.03,Baking Goods,114.72,OUT045,2002,,Tier 2,Supermarket Type1,2748.42
NCK30,14.85,Low Fat,0.06,Household,253.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,2283.03
FDW33,9.395,Low Fat,0.1,Snack Foods,107.23,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.03
FDT37,14.15,Low Fat,0.04,Canned,254.8,OUT035,2004,Small,Tier 2,Supermarket Type1,2040.01
FDP46,15.35,Low Fat,0.08,Snack Foods,91.88,OUT013,1987,High,Tier 3,Supermarket Type1,2606.61
NCC18,19.1,Low Fat,0.18,Household,173.94,OUT045,2002,,Tier 2,Supermarket Type1,2414.19
FDU07,11.1,Low Fat,0.06,Fruits and Vegetables,150.14,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.64
FDE21,12.8,Low Fat,0.02,Fruits and Vegetables,117.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,1274.34
FDX38,10.5,Regular,0.05,Dairy,48.84,OUT013,1987,High,Tier 3,Supermarket Type1,671.13
FDH48,,Low Fat,0.11,Baking Goods,86.25,OUT019,1985,Small,Tier 1,Grocery Store,519.32
FDI38,13.35,Regular,0,Canned,206.96,OUT017,2007,,Tier 2,Supermarket Type1,7247.23
NCX53,20.1,Low Fat,0.03,Health and Hygiene,140.42,OUT010,1998,,Tier 3,Grocery Store,567.26
NCN30,16.35,Low Fat,0.02,Household,98.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.66
FDK33,17.85,Low Fat,0.01,Snack Foods,211.56,OUT035,2004,Small,Tier 2,Supermarket Type1,5752.51
FDU26,16.7,Regular,0.07,Dairy,120.38,OUT010,1998,,Tier 3,Grocery Store,119.18
FDR39,20.35,Low Fat,0.08,Meat,182.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.59
NCG55,16.25,Low Fat,0,Household,115.22,OUT017,2007,,Tier 2,Supermarket Type1,3206.49
NCC54,17.75,Low Fat,0.1,Health and Hygiene,242.12,OUT045,2002,,Tier 2,Supermarket Type1,4097.33
FDR33,7.31,Low Fat,0.03,Snack Foods,108.46,OUT017,2007,,Tier 2,Supermarket Type1,2307
FDT14,10.695,Regular,0.13,Dairy,121.14,OUT046,1997,Small,Tier 1,Supermarket Type1,1917.5
DRL49,13.15,Low Fat,0.06,Soft Drinks,144.38,OUT017,2007,,Tier 2,Supermarket Type1,284.96
NCT30,9.1,Low Fat,0.08,Household,47.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,472.72
FDU27,,Regular,0.17,Meat,46.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.25
FDS20,8.85,Low Fat,0.05,Fruits and Vegetables,181.53,OUT045,2002,,Tier 2,Supermarket Type1,1277
FDA07,7.55,Regular,0.03,Fruits and Vegetables,122.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,857.55
FDZ51,11.3,Regular,0.06,Meat,93.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,3046.7
NCN54,20.35,Low Fat,0.02,Household,76.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,463.4
FDR11,10.5,Regular,0.14,Breads,159.46,OUT045,2002,,Tier 2,Supermarket Type1,3048.7
NCR42,9.105,Low Fat,0.04,Household,33.79,OUT017,2007,,Tier 2,Supermarket Type1,199.74
FDX04,19.6,Regular,0.04,Frozen Foods,48.84,OUT017,2007,,Tier 2,Supermarket Type1,527.31
FDN03,9.8,Regular,0.02,Meat,249.64,OUT046,1997,Small,Tier 1,Supermarket Type1,1001.36
